N0+ -> N1+:91.5894874343%
N1+ -> N2+:77.4652629027%
N2+ -> N3+:59.5573565311%
N3+ -> N4+:33.9186751108%
N4+ -> N5+:21.5317588645%
N5+ -> N6+:1.16899679003e-07%
N6+ -> N7+:1.37047322898e-10%
