N0+ -> N1+: 100.0%
N1+ -> N2+: 100.0%
N2+ -> N3+: 100.0%
N3+ -> N4+: 100.0%
N4+ -> N5+: 100.0%
N5+ -> N6+: 0.0223733081862%
N6+ -> N7+: 2.07541746071e-05%
